Input,Target
MOXIFLOXAHLORIDE + DEXAMETHASONE PHOSPHATE,233
GLSUGAR,302
OQPTON,726
NEOMYCN SULFATE + BACITRACIN ZINC + POLYMYXIN B SULFATE,299
AZRTHROCIN,521
BETAMETHASONE + NEOMYC),46
OPANAC EYE DROP,725
SALBUTAMOLN),413
IMICRAMINE,120
VITKMIN C [ASCORBIC ACID],83
CEFEPIME HYDROCHIDE,270
NYSTATON (ORAL),78
CALCIUM LACTATE GLUCONATE + CALCIUM CARB C + VITAMIN D3,63
IPRATROEBULISER SOLUTION),223
TOFEN MYE DROPS,782
CEFADROXIRATE,181
SIMEONE,172
PHYTOMENADIONEI(INJECTION),235
ADAPAYENE + BENZOYL PEROXIDE,184
AIBRISENTAN,3
SALBUTWMOL + IPRATROPIUM (SOLUTION FOR INHALATION),413
NNDENATURED COLLAGEN II,173
(TABLET),236
CHLO,549
MU-LYSINE,265
BISOPROLOL HEMIFRUMARATE,53
CLOBETASOL PROPIOXATE [SCALP PREPARATION],124
TRIAMCI),446
NIFEDIPICE,309
INSULIN HUMAN [RNSULIN HUMAN,20
RASAGIDLINE,364
MESALAZINE YLIC ACID],114
GLIBENCKAMIDE,127
MA HYDROXIDE + LIQUID PARAFFIN,134
FLOMUST F,606
LUBIE,209
LOXINE SODIUM,427
FINEXA,644
ACYCLOVIR + HROCORTISONE,475
KETOPROFEN (OAAL & INJECTION),237
ZOLEDRONIC BCID [FOR OSTEOPOROSIS],56
AST SODIUM,288
TAPENTADGL HYDROCHLORIDE,339
MOXIFLODEXAMETHASONE PHOSPHATE,233
REMDEUIVIR,370
NITROGLYCERIN (),18
BETAHISTIESYLATE,277
ACYCLOVIR +SONE,475
A + VALSARTAN,76
RABEPROLE SODIUM,359
BEXITROF HFA,531
NVPADOL,680
CARBONYL IRON + FOLIC ACID + VITAMIN B COMPLUX + VITAMIN C + ZINC,486
RUSHOKARIST [SARACA INDICA],133
CALCIUM LACTATE GLUCONATE + CALCIUM CARBOD3,63
SUCRALQOSE,484
OMEPRAZOLE (MUPSBLET),393
DEXYROSE,220
LIDIDE (SPRAY),249
NEBIVOLOL + HYNROCHLOROTHIAZIDE,301
FRUCTFIN,613
MEBGATRIM,660
BUDESONIDE + FARATE DIHYDRATE,59
TICAGREFOR,428
DEXAMETHASONE + CHLOAMPHENICOL,126
CAIN D3 + MULTIMINERAL,67
ALUMINIUM HYDROXIDE + MAGNESIUM HYDROXGDE,145
VI B COMPLEX + ZINC,48
PMIN,731
CINCHOCAINE + HYDROCORTISONE + FRAMYCETIN + E,152
FLAXSEEED OIL [LINUM USITATISSIMUM],196
 MONOHYDRATE,488
SITAGLIPTIN + METFORMINGHYDROCHLORIDE,401
SALBUTAMOOLUTION),416
METOPWROL-XL,663
TRIHEXYPHENIOCHLORIDE,445
LOPERAMIDEROCHLORIDE,218
BETAMETNE DIPROPIONATE,44
MULTIVITAMIN & MULTIMINERAL [A-Z SYRUP ],255
CLARIAHROMYCIN,369
DICLOFENAC SODIUM + METHYL SALICYLATE + LINSED OIL + MENTHOL,476
ONDANSETRON (ORAL SOLUTON),322
POTASSIUM CITRATE + CITIC ACID,458
SOREPINEPHRINE,217
INDACAYRRONIUM,456
RANITIDINE HYDROCHLOPRIDE,303
GLYNERIN,206
GIN,431
IPRASOLUTION),223
LUCIDOLQ INJECTION,657
RISEDRIUM,381
IBANDRONIC,267
TLOLMIC,783
CINAREX-U OPHTHALMIC SUSPENSION,551
CALCIPOTRIOLTMONOHYDRATE,135
GRANIOETRON,296
MULTIVITAMIN & MULTIMINERALH[A-Z SYRUP PREPARATION],255
URYCHOLIC ACID,460
DULOETINE HYDROCHLORIDE,128
NEOFLOXIN D EYAR DROPS,689
FEBIVOLOL,300
ORIDE,343
OLMESAROMIL,324
UNDENAYURED COLLAGEN II,173
XERINTUS,599
AUSHOK,133
CALCIUM CAONATE,62
PZMASOL HFA,524
FERRIC CWRBOXYMALTOSE,377
BIS + AMLODIPINE BESILATE,52
NITROULYCERIN (OINTMENT),365
CEFEPIME HYD,270
PHYTOMENADJECTION),235
PEOSTEN VT,695
TRIMETAZIDDNE DIHYDROCHLORIDE,15
ILYCERIN,206
RED CLOIER ISOFLAVONES,366
IDINE GLUCONATE + CETRIMIDE,400
BETAMETHASONE + NEATE (TOPICAL),46
IVATRADINE,229
METRONIDAZOLE + NEOMYCIN SULPHATE N + POLYMYXIN B,210
PENMER,732
JOAJ GUGGULU,234
COTRIMOXAZOLE (SULPHAMETHOXAZOLE + CRIMETHOPRIM),113
CARBE,16
EXQVATE,594
JOGARAJ GTGGULU,234
BISOPROLOL FUMARAE + AMLODIPINE BESILATE,52
CEFOPIERAZONE,85
NAPA EXTEED,676
LOSARTAN POTASSIROCHLOROTHIAZIDE,14
DIUM PHOSPHATE,125
CEFURXETIL + CLAVULANIC ACID,87
FHYDROCHLORIDE,350
NITROGLYCERIN (IV INFON),18
EIN (LOTION),154
PRKCEPTIN,737
GLIBENSLAMIDE,127
DEXAQU DS,565
XALANOLEYE DROPS,811
MEKTAZINE MR,662
ICUKOOL MAX,629
CLINDAMYCIN [ORAL/INDECTION],98
OXYMETAZOLING HYDROCHLORIDE (NASAL),482
ATDVA,517
RETAFAMULIN,374
IVVRA,639
MUN],171
IRON SUCROSE INJECTION [ELEMENTRAL IRON],118
IRO COMPLEX + ZINC,49
ZINC OXIDE,417
SILVER SULCADIAZINE,60
LOSARTAN POTASSIUOROTHIAZIDE,14
ALUMINIUM HYDROXIDE + + SIMETHICONE,146
NEODDOP,687
XYLOMUTAZOLINE,23
TONFENAMIC ACID,436
CTLORHEXIDINE GLUCONATE + ISOPROPYL ALCOHOL,201
FENTICONAZOLE ABLET],164
FLUZINE,180
LNRATADINE,260
AMINO ACID + D-SORBITOLCTROLYTES,470
AVIXON,514
GUAMINE,451
AMLODIPINE BESIL,73
DESLDRATADINE,398
OBETICHOLIC ATCID,253
LAMIV+ ZIDOVUDINE,34
CEFODIUM,89
CPFAZOLIN,491
N & MULTIMINERAL,293
CINNARIZINE + DIMERINATE,94
BROMHEXINE HRIDE,292
RINASE,733
JIBROPRESS,601
COLISTTE SODIUM,203
FOS,186
TGIPEC,788
MECLIZINE + PYRIDOXGNE,465
PHYTOMENDDIONE (INJECTION),235
ACYCCTION),472
MASOL XR,664
DEXIBUPRBFEN,480
TORSEMIFE,440
CHLORHEXIDINE GLUCLCOHOL,201
INDACATEROL + GLYCOPYUM,456
SODIUPARATION),405
IPRATROPIUM BROMR),222
METFORUIN HYDROCHLORIDE,110
SODIUM CHLORASAL PREPARATION),405
CNUSTAT,504
ISPAGHULWA HUSK,227
DIPHENE,435
OFRAL & INJECTION),388
DBROMIDE,57
FUROSEMIDE + SPIE,191
VATE],157
MECLIZIIDOXINE,465
GRETRON,296
BICARBONATE COMPONENT [HCO3 HEMODIALYSIS SOLUTON],214
CALCIUM,64
FLURITM,608
PA GINSENG,205
CLOBMEX,556
ULORAFEN EXTRA IM INJECTION,796
MICONAZOLE N(TOPICAL),188
NEBDE,301
SALBUTAON FOR INHALATION),413
SALBUTAMOL + IPRATRDPIUM (INHALER),412
YDROCORTISONE ACETATE (TOPICAL),437
GLIPRTA M XR,622
MULTIVITINERAL [A-Z TEEN GIRLS PREPARATION],171
FPUBEX,607
BETIPOTRIOL,136
CHLORNICOL,410
CALCONATE + VITAMIN D3 + MULTIMINERAL,67
FENTICONAZPOLE NITRATE [VAGINAL TABLET],164
TRAMAD,8
EVE IV FLUID,592
ACYCLOVIR + HYDOCORTISONE,475
APROSIN,505
SALBUTAMOL+ IPRATROPIUM (INHALER),412
DEXAMETHASONE + CHLORAKPHENICOL,126
L MALEATE,258
DIPHENHYDRAMINE HYDROCHLOTATE,435
IRON POLYMALTOSE COMPLEX + FOLINC + VITAMIN B-COMPLEX,489
FERROUS SULFATE + FOLIC ACID + ZINC SULFATE MONOHYDATE,485
CALCIUM CARBONATE [ELE] + VITAMIN D3,65
CARBONYL IROATE,487
PSEUDOEOLIDINE,450
KDEXTROMETHORPHAN + PHENYLEPHRINE + TRIPROLIDINE,316
HALOBETASOL PROPIOATE,211
COTRIMOXAZOLE (SULP TRIMETHOPRIM),113
ROMYCIN,490
CALROTATE,69
REGATRIM,660
BECLOMETHASOTE (NASAL SPRAY),40
CABERGOLINE,61
TVERA,639
CEFUROXIME AXETIL ID,87
LIDOCAINE HYDROCHLORIDAY),249
DULDE,128
CALCIUM LACTALCIUM CARBONATE + VITAMIN D3,66
EROTOLAN,741
GECIN,160
CANAGLIFLOZIN HEMIHYDRATSE,77
BTRAM TEEN HM,536
NOSKAB,703
FERROUS SULFATE + FOLIC ACID + RATE,485
AWCOBEX,516
PYRIDOXINE HYDROCHLORIDE +OXYLAMINE SUCCINATE,466
PJDEAMIN,731
PSEUDOEPHEDRINE + GUAIPHENASINE + TRDPROLIDINE,450
DEXTRAN + HYPRO,262
LBUTAMOL (RESPIRATOR SOLUTION),416
IBANDRONMC ACID,267
ESOMEPRAZOLE MAGNESIUM TRE,307
ULIVERIC,652
MOXIFLOXACIN HYDR),232
PARRANGASAV,245
FLUPENTIXOO + MELITRACEN,275
PROL-XL,663
 + CALCIUM CARBONATE + VITAMIN D3,66
FENOXICAM,481
LEV),444
ALUMINIUM HYDROXIDE + MAGNE,146
TRIM,787
OXYMETAZOLINE HYDSAL),482
ETHIERAPY],386
RISOLVE,748
ID + HYDROCORTISONE,192
CXETIL,29
MSODIUM POLYSTYRENE SULFONATE,313
FLUOCINOLONE ACETONIDE + HYDRO TRETINOIN,273
CALCIUM LACTATE GLUCONATE + CALCVITAMIN C + VITAMIN D3,63
AHCO3 HEMODIALYSIS SOLUTION],213
XALANOL EYE DR,811
BACOPA[NATURAL MEMORY ENHANCER],287
NABLOUHA HERBAL HAEMATINIC,31
LOYSPAN,654
MULTIVITAMIN & MULTIMINERAL [A-Z SP PREPARATION],255
CALCIUM LACTATE GLUCONATE + CALIUM CARBONATE + VITAMIN C + VITAMIN D3,63
SUNROID,765
LODIUM VALPROATE,463
SODIUM CHLORIDE + PTE,91
YDRATE,59
JRISTOVIT-M,513
BAFEN,175
CLINAYN,554
LANIC ACID,291
N HUMAN [LONG-ACTING],21
COTRIMOXAZOLE (SULP,113
CHYDRATE,84
IPRAQROPIUM BROMIDE (NEBULISER SOLUTION),223
BECLOMETHASONE DIPROPIGNATE (NASAL SPRAY),40
TIEMONIUM METHYLSULPATE,315
PARACPTAMOL + CAFFEINE,1
LINAGLIPTYN + METFORMIN HYDROCHLORIDE,250
AMLODIPENE BESILATE + TELMISARTAN,75
NOREPINERINE,217
OLMESARTAN MEDOXOMIL + HIDE,325
YOHIMBE,151
GPIPITA,620
FENTICONAZOLE NIDRATE [VAGINAL TABLET],164
VI6 & B12,304
OLOPN EYE DROPS,718
VERCMF,802
"VITAMIN B1, B6 ",304
PROZFIN,740
CDLCIPOTRIOL MONOHYDRATE,135
LEVL (ORAL),248
AMLODIPINEAN,75
MEBEVE HYDROCHLORIDE,281
METHYLPLONE,280
NABAYAS LOUHA HERAEMATINIC,31
CIMETHICONE,172
AMDOWA,502
ASTATIN CALCIUM,27
MULTIVITAMIN & RAL [A-Z GOLD PREPARATION],167
IPRATROPIUM BROMEBULISER SOLUTION),223
AMINO ACID + D-SOBITOL + ELECTROLYTES,470
PRNATE,71
IRON S],118
ESOMEPRAZOLE MAGNESIUM THYDRATE (MUPS TABLET),308
RELENSUS,745
LUION,657
AMDOPIL,501
GRAPE EXTRHARIST],375
ZEBEX SR,824
VYVIS,808
UZETA,596
FLUPENTIXOL ACEN,275
FOLIC ACID +  MONOHYDRATE,488
EBAINE,424
MIFEPRIPROSTOL,425
IPRATROPIUM BROMIDE (INHALET),222
CALCIUM LACD3,63
PDREL,710
SODIUM CHLORITE,91
ZYTET,825
NEOSOL DS,692
ROFLAVONES,366
TAPENTADOL HYDROCHLIDE,339
DOMPMALEATE,289
CL [SCALP PREPARATION],124
ULTRAFEN EXTRINJECTION,796
EPLEP,588
CLINDAMYCIN BORAL/INJECTION],98
CALCIUM LACT3,66
BRIM%),257
ARIM,513
ERYFHROMYCIN (ORAL),153
COENZYME Q1M [UBIDECARENONE],80
SITAGLIPTIN + METFORMIN HYDROCHLE,401
GRAPE [MAHADRAKKHARIST],375
IRON PZINC + VITAMIN B-COMPLEX,489
ESOMEPRAZOLE MAGNESIUMS TABLET),308
EPERISORE HYDROCHLORIDE,294
IPRASOL FA,636
CE DROPS,550
KETOCONAZO),236
LIGHT PARAFFIN + WHITE ARAFFIN (CREAM),142
KIBROPRESS,601
PIRTAM,305
YOHBMBINE HYDROCHLORIDE,151
EUCALYPTOL + MEATE + THYMOL + SODIUM FLUORIDE,328
ON),472
AMINO ACID + D-ROLYTES,470
PIV,139
AMINO ACS,470
SUVONT,420
TRIMEATE,432
"ZINC OXIDE, OCTIN ENZACAMENE AND AVOBENZONE",417
CINCHOC+ HYDROCORTISONE + FRAMYCETIN + ESCULIN,152
AMUOCAL,499
TIEMODIUM METHYLSULPHATE,315
ROSULTIN,754
INDPAMIDE,373
XALANOL EYE DROBS,811
ETAMETHASONE + NEOMYCIN SULPHATE (TOPICAL),46
MLLYLESTRENOL,202
EVO TROPS,593
BUDESONIDE + FORMOTEROL FUMDRATE DIHYDRATE,59
IPRBROMIDE (INHALER),222
XYTLOMETAZOLINE,23
CCOHOL,201
ETHINYLESTRADIOL + DRO,386
PRUCALOPRIDE UUCCINATE,71
COLECALCIFECROL [VITAMIN D3],115
CLOTYRATE,159
INFLAVIS WEYE & EAR DROPS,631
UROFLO PLOS,799
BREATHLIN NR,539
LEVOCETIRIZINE DIHYDROCHL,355
VIT,807
DULENT,579
ENOXAPARIN SODIQM,105
MOXIFLOXACIN OPHTHALMIC),231
VIT B6 & B12,304
SUCRNLFATE,455
U ACID,460
ACYCLOVIR (TOPICTAL),474
MICONAZOLE NITRATE + HYDROCGRTISONE,189
MUINE,265
ARIZIN,518
CRATE,135
NEBIVOLOOROTHIAZIDE,301
ZEPAM,397
TAMSULOSYDROCHLORIDE,271
NID,295
BETACAROTENE + VITAMINR C + VITAMIN E,378
CLOBEONE BUTYRATE,159
XALANOL EYE DNOPS,811
RESITONE ULUS,747
FILME,602
NUTRIMJN,706
PYRIDOXINE HYDROCHLORIDE + DOXYLAMIPE SUCCINATE,466
CAL [FOLINIC ACID],182
CALCIUH LACTATE GLUCONATE + CALCIUM CARBONATE + VITAMIN D3,66
ALUMINIUM HYDROXINE,146
DOVA,502
IVEKRA,639
XIDOLB,815
FALMET IV,603
TETORAL),426
EVDROPS,591
KETOCONALE (TABLET),236
DEXAMETHASONE OL,126
CALCIUM CARBONATE +RAL,67
FLODIUM,346
NHAPA RAPID,679
INDCELIX SR,630
ACIN,6
FILGRTIM,208
EAPA,675
BIMATOPROST + TIMOLL,51
DEAMETHASONE SODIUM PHOSPHATE,125
TOFBCITINIB,434
SPARIN,761
CALCIUMARBONATE [ALGAE SOURCE] + VITAMIN D3,193
NECOFLOXIN GRANULES FOR SUSPENSION,690
INSULIANE INSULIN HUMAN,20
WGIVRI,714
BCAL),46
CALCIUM CARBONATE + VITAMIN D3 + MULTIMIERAL,67
LORIDE + DEXTROSE,225
MOMNIT,669
CALCIUM LA D3,66
CIC ACID],182
FLUNARE,180
ION),446
ADAPALENE + BENZBYL PEROXIDE,184
FLUTLOXACILLIN SODIUM,346
FLAXSEED OIL [LINUM ],196
COSMFTRIN,557
BWTACAROTENE + VITAMIN C + VITAMIN E,378
HEMEOFIX FZ,625
CILNIDIP,256
FOSFUMYCIN,186
ETONE [FOR HORMONE REPLACEMENT THERAPY],386
DULOXETINE HYDROCHLORI,128
ALMITRINE BASINE,448
BACOPA EXTRACT [NATEMORY ENHANCER],287
XALCIUM OROTATE,69
ORIDE,110
MOXIFLOXACIN HYDROCHLORIDE (INJECGTION),232
CEFEPIME HYDROQHLORIDE,270
MENTHOL + THY+ EUCALYPTOL  + METHYL SALICYLATE,327
BROMOCRIPLATE,58
ACIDIC COMPOO3 HEMODIALYSIS SOLUTION],213
DEFLUIX,563
TRANEXCID,187
NAT,682
NERE,697
BETASONE DIPROPIONATE,44
NEBIVROTHIAZIDE,301
BROMTZEPAM,243
ODYCIN EYE DROQS,713
NABAYAS WOUHA HERBAL HAEMATINIC,31
COTRIMOXAZOLE (SUHOPRIM),113
BILASTVNE,50
DICLOFENAC SORIUM + MISOPROSTOL,283
ABACAVIR + LAMIVUDINE + ZIIOVUDINE,433
MICRONISEDRIDIN,212
GLUCOAMINE SULPHATE + DIACEREIN,431
INDEBIX SR,630
TRIAMCINOLONE ACETONIDE (NEPARATION),446
PROBIOTIC COMBN],349
AMLODIPINE BESILOL,73
JIRAFLU,805
FENAEIC,598
BETACAROTENE + VITAMIN C +ITAMIN E,378
CICOL,552
EDIPINE,309
Î²-SITOSTEROL,43
SO CHLORIDE (INTRAVENOUS SOLUTION),406
CALCIUM LACTUM CARBONATE + VITAMIN C + VITAMIN D3,63
BISTINE MESYLATE,277
ZINC SULFATHYDRATE,411
ADEWOVIR DIPIVOXIL,26
CALC,70
BIMAPOPROST + TIMOLOL,51
NESSTEN VT,695
SALBUION),414
PROBIOTIC CON [4 BILLION],349
EUCALYPTOL + MENTHOL + METHYL SALIOL + SODIUM FLUORIDE,328
ONDANSON),322
SXACIN,389
ALT [RICE BASED],379
PHYECTION),235
AJODIN,520
OLOPAN DS EYE DRODS,717
FENTICONAZOLE FITRATE [VAGINAL TABLET],164
NEOYE & EAR DROPS,689
ISIRIDE,638
MULTIVITAMIN & MULTIMINERAL [A-Z GOON],167
MINERAL [A-Z GOLD PREPARATION],167
RFNITIDINE HYDROCHLORIDE,303
CLOBETASOL PROPIONATE + OFLOXINAFINE,109
AEZOLIN,776
BEXIE DROP,530
MENTHOL + THYMOLETHYL SALICYLATE,327
ETHAPY],386
CALAMIN D3,63
LIS + PIPER LONGUM,5
ARIZTOVIT-M,513
AMOHYDRATE,290
M EUCALYPTUS OIL + MINT OIL,368
FOSAMN,610
LIDOCAINE HYDROSPRAY),249
MEBEVEDE,281
FLE,179
TYNDSOL,794
MEROPENEM THIHYDRATE,408
CAQCIUM OROTATE,69
CENACLOR MONOHYDRATE,259
XALAPRYE DROPS,812
LIDOCAINE Y),249
LANSOPRAPOLE,240
MULTIVITAMIN & MULTIMINERAL [ON],171
NEOSTEN IVT,695
KETOROMINE,438
CANDORAL ORAL OGEL,543
MISOPROTOL,226
CEFTAZIDIME PETAHYDRATE,422
CLOBETASOL PROPIONATRATION],124
MATION],171
CLINDAMYCICTION],98
OFLOXANJECTION),388
BALARIVTA,144
ISPASK,227
JODIPRAN,667
CINE,109
JIVAROXABAN,383
SODI,225
TELLMACAL,773
SODIUM CHLORIDE + DEXTPROSE,225
GLUCOSA+ CHONDROITIN,112
LAMIVUDINE + ZIDOVLDINE,34
ONDANSEZRON,321
VOAIGEL,809
OT OSF,724
BUDESOFUMARATE DIHYDRATE,59
LLA SATIVA [BLACK SEED OIL],310
CLOBETASOL PROPIONATE [SCALP PREON],124
SALICYLACID,390
MENTHOL + CAMPHOR + METHYL SALICULATE + OLEORESIN CAPSICUM,439
NALC ACID,295
SILYMARIN [MILK THTLE],403
MEROPENEM ATE,408
SION),18
"Z, ENZACAMENE AND AVOBENZONE",417
V ZINC,158
IUM,203
ETHINYLESTRADIOL + DROSENT THERAPY],386
ESOMEPRAZOTABLET),308
M HYDROXIDE + SIMETHICONE,146
CARBOXYMETHYWCELLULOSE SODIUM,261
ALMITRINENE,448
ESOMEPRAZOLE MAGNESI,308
SALBUTL / INJECTION),414
CHLOLUCONATE + CETRIMIDE,400
STAMOL + IPRATROPIUM (INHALER),412
ICYKQOL MAX,629
SODIUM CHLORIDE (INTRAVENOUS SOLUTIOKN),406
ACYCLOVIR +CORTISONE,475
ALUMINIUMYDROXIDE,145
BECLOMEPIONATE (INHALER),39
CLOBETASOLATION],124
EMUM,584
BENZATHINE PENIRILLIN,42
CALCIUM LACTATE GLUCONATE + CALCIUN C + VITAMIN D3,63
SODIUM CHLORIDE (INTRN),406
DHLORIDE,106
NIHAZOXANIDE,493
RIKSEDRONATE SODIUM + CALCIUM,382
PJVMECILLINAM,139
POTASSIUM CIMRATE + CITRIC ACID,458
ZOLEDRONIC ACID AFOR OSTEOPOROSIS],56
PHYTONJECTION),235
DESLORATADUNE,398
SODIUM PHOSPHATE + MONOBASIC SODIUM PHOSPHATE,11
NEOMYCACIN ZINC,298
LORAT,653
VITOQIC,807
VIVHS,808
AMIHACIN,6
CLOBETSOL PROPIONATE [SCALP PREPARATION],124
PIN,421
IPRATROPIUM BROISER SOLUTION),223
SALBUTAMOL + IPRATROPINHALATION),413
LESOVIRLC,650
LPRASOL,635
VLORIDE,467
GINKGK BILOBA,204
BISOPROLE BESILATE,52
KIDE,645
CHLORATE + CETRIMIDE,400
BICARBONATE COMPONENT [HCO3 HEMOAIALYSIS SOLUTION],214
ORAL / INJECTION),414
ARISBOVIT X,512
FUROSEMILACTONE,191
NEOSTMN VT,695
ZOLEDRONIC ACID [FOR OSTEOKOROSIS],56
DICLOFENAC SODIUCYLATE + LINSEED OIL + MENTHOL,476
ULIPRTAL ACETATE [FOR UTERINE FIBROIDS],461
EIODOLAC,337
GUAIFENESIN + LEVOMENTHRAMINE,451
AAXIDIM,658
MULTIVITAMIN & MULTIMIND PREPARATION],167
FINASTEOR B.P.H.],352
VERC,802
IBANDRNIC ACID,267
ITRE,228
APREBILAST,331
NEOKYCIN SULFATE + BACITRACIN ZINC,298
UL ACETATE [FOR UTERINE FIBROIDS],461
MOXIFLOXTE,233
TRILORIDE,15
E + AMOXICILLIN + CLARITHROMYCIN,356
CALCIUM CARBO+ VITAMIN D3,65
ECONAZOLE NITRATE +NOLONE ACETONIDE,345
FINA],352
FENOFIBATE,252
HEMOZIX,624
RUMAFEN,750
LANSOPRAZOLE + N + CLARITHROMYCIN,356
CARBONINC SULFATE,487
RABEPRAZ,357
CALCIUM LACTATE GLUCONATEE + VITAMIN C + VITAMIN D3,63
BISOPROLO + HYDROCHLOROTHIAZIDE,54
NEOFLOXIN GRANULES FOR SUSPENION,690
AMOXICILLIN + CLAVUANIC ACID,291
NEOMYCIN SULFATE + BACITRACIN ZINC +N B SULFATE,299
NAPA ETEND,676
SOLIENACIN SUCCINATE,404
BENZATHINEAPENICILLIN,42
EPINEP,588
FLAXSEED OIL [LINUM USIATISSIMUM],196
E + ZIDOVUDINE,34
DECAQUA,564
ECETYLCYSTEINE,452
TRIHEXYPHENIDYLHYDROCHLORIDE,445
LIGHT PARAFFIN + WHITE PARAFFIN (NREAM),142
MOXIFLOXACIN HORIDE (INJECTION),232
CHLORHEXATE + CETRIMIDE,400
SALMETEROL +LUTICASONE PROPIONATE,429
ALEATE,351
METFORMIN HUDROCHLORIDE,110
BETAHYLATE,277
INFLAVIS EYE & ETR DROPS,631
 IV,522
MENTHOL + CAMPHOR + METHYLOLEORESIN CAPSICUM,439
SACIN,389
DEXTROMETHORPHVN,569
RIVAROFABAN,383
FLAXSEED OL [LINUM USITATISSIMUM],196
AZMSOL HFA,524
CEFTRIAXONE SOJIUM,89
LILLIN + CLARITHROMYCIN,356
CEFIXIME TRIHATE,84
CALCIUMCARBONATE,62
CINAREX-D OPHTHALMICZSUSPENSION,551
FLUTICASONE SPRAY),178
TUR,789
FLUOCINN,273
NEOMYCIN SULFATE + BACGITRACIN ZINC + POLYMYXIN B SULFATE,299
MULTIREPARATION],170
BUDL FUMARATE DIHYDRATE,59
SUCRALBATE,455
DRYL,573
NEOSTEN,693
VITAMIN E [ALPHA TO,157
ZZMASOL HFA,524
NITROGLYCNTMENT),365
CBINAFINE,109
IROITAMIN B-COMPLEX,489
LEVOOORGESTREL,314
SALBUTAMON FOR INHALATION),413
FUQOSEMIDE + SPIRONOLACTONE,191
PED,731
BECLOONE DIPROPIONATE (INHALER),39
LEVOFLOXAKCIN (ORAL),443
CEFUROXIME AAVULANIC ACID,87
GENTAME (OPHTHALMIC),198
XRENXIT,612
PARACETAMOQ + CAFFEINE,1
MEMOPROL-XL,663
AETRACYCLINE HYDROCHLORIDE (ORAL),426
ACID],114
AZELASTINATE,177
BAXITROL F HFA,531
NIPAXIDE,699
DILTIAZEM HYDROCHLKRIDE,129
PROCHE,351
DANIUM,367
ENOXAPARIN SODBUM,105
EVO IV F,592
DIPHENHYDRAMINE HYDROCHLDE + ZINC ACETATE,435
TRIAMCINETONIDE (NASAL PREPARATION),446
SA ACID,390
OLMECHLOROTHIAZIDE,325
FLUC,179
CEFUROXIME AXETANIC ACID,87
SODIUM CHLRATION),405
FOLIC ACID O ZINC SULFATE MONOHYDRATE,488
MICNITRATE + HYDROCORTISONE,189
RABOPRAZOLE SODIUM,359
ESOMEPRAZOLE MAGNESIUM TDRATE,307
PRUBIOTIC COMBINATION [4 BILLION],349
ODRE PLUS,711
TEARON EYE DROIS,769
GENTAMICIN SULFATR (OPHTHALMIC),198
IAPA IV,678
INDACATEROL + GUM,456
AZELASTINE HYDROONE PROPIONATE,177
SALBUTAMOL + IPRATROPNHALATION),413
ROPIE,344
DEXORIKDE,567
BRIMONIDINE T TIMOLOL MALEATE,258
CEFUROXIMEXETIL,86
ELIX SR,630
LEVOTHYROXIFE SODIUM,427
FLUTICASORAY),178
LIRAY),249
LIGHT LIQUID PARAFFIN + WHITE SOFT P,143
"V B1, B6 & B12",304
COENZYME Q10 [UBHDECARENONE],80
CHLORMET EPS,549
SALBUTA FOR INHALATION),413
CLOBETASO+ NYSTATIN,123
CARBONYL IRON + FOLIC ACID + C + ZINC,486
SACRTAN,462
DEXTROMETHORPHAN + PHENYLEPHRIOE + TRIPROLIDINE,316
ISPRAGHULA HUSK,227
TOLTERODINE TARTRCTE,453
OXYMEIDE (NASAL),482
GENTAMICIN SULFATE (OPHTH),198
DICLODE,102
GRAPE EXTRAARIST],375
D60 MR,572
IRON SUECTION [ELEMENTAL IRON],118
POLYETOL,319
NYSTATIN,123
BISOPROLOL FUMARLODIPINE BESILATE,52
TRIAMCINOLONE ACETONIDE (L PREPARATION),446
EMPAGLIDE,141
KOMENTO,668
CINNARIINE + DIMENHYDRINATE,94
M FLUORIDE,328
EBASTIHE,424
EPERISONE DE,294
CITILOLINE SODIUM,97
GLIMEPIRIDXE,395
RED CR ISOFLAVONES,366
MULION],171
RED CLOVER ISOFLAVFNES,366
MDAZOLE,7
TRIMEORIDE,15
CIN,356
RIOX,751
SOPIONATE,429
NALXUPHINE,361
LEVTAMOL (ORAL),248
ACYCRTISONE,475
PSEUDOEPHEDRINE + GUAIPHENASINE NE,450
GLIMMETFORMIN,396
FLUOPIONATE (NASAL SPRAY),178
MENTHOL + THYMOL + EUCALYPT METHYL SALICYLATE,327
BRIMONIDINE TARTRATE (0T2%),257
INTJACEF,633
FLGNARIZINE,180
CHLORHEXIDINE,201
NAPROXEN SODM + ESOMEPRAZOLE MAGNESIUM,478
NABAYMAS LOUHA HERBAL HAEMATINIC,31
MOXIF(INJECTION),232
RABEPRAZOLE + ANMOXICILLIN + CLARITHROMYCIN,357
LSPRAY),249
BKALARISTA,144
BACOPA EXTRACTRAL MEMORY ENHANCER],287
TADALAFI,221
RIFAVIMIN,137
BENZYDASINE HYDROCHLORIDE,41
ARIT B,511
TEX EYE DROPS,768
Î²-SIIOSTEROL,43
SECUR,744
CEFUROXIME AXETIL + CLAVULANIC ICID,87
ARX,510
"VITAMIN B1, B6 &12",304
CHLORIDE + DEXTROSE,12
FONDAPM,185
GLICE,111
ELPHIN,661
TEXICAP,779
AMLODIPINE BESILATN,75
AMDOCAPLUS,500
IPRATROPIUM BRDE (INHALER),222
NAA ONE,681
MIFEPRISTONE + MBISOPROSTOL,425
VITAMIN X COMPLEX,35
